card_id,name,set_code,supertype,subtypes,hp,types,evolves_from,retreat_cost,weaknesses,rarity,attacks_json,abilities_json,flavor_text
base3-53,Psyduck,base3,Pokémon,Basic,50,Water,,Colorless,Lightning,Common,"[{""name"": ""Headache"", ""cost"": [""Psychic""], ""damage"": """", ""text"": ""Your opponent can't play Trainer cards during his or her next turn.""}, {""name"": ""Fury Swipes"", ""cost"": [""Water""], ""damage"": ""10×"", ""text"": ""Flip 3 coins. This attack does 10 damage times the number of heads.""}]",[],"While lulling its enemies with its vacant look, this wily Pokémon will use psychokinetic powers."
base3-54,Shellder,base3,Pokémon,Basic,30,Water,,Colorless,Lightning,Common,"[{""name"": ""Supersonic"", ""cost"": [""Water""], ""damage"": """", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Confused.""}, {""name"": ""Hide in Shell"", ""cost"": [""Water""], ""damage"": """", ""text"": ""Flip a coin. If heads, prevent all damage done to Shellder during your opponent's next turn. (Any other effects of attacks still happen.)""}]",[],Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.
base3-55,Slowpoke,base3,Pokémon,Basic,50,Psychic,,Colorless,Psychic,Common,"[{""name"": ""Spacing Out"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Flip a coin. If heads, remove a damage counter from Slowpoke. This attack can't be used if Slowpoke has no damage counters on it.""}, {""name"": ""Scavenge"", ""cost"": [""Psychic"", ""Psychic""], ""damage"": """", ""text"": ""Discard 1 Psychic Energy card attached to Slowpoke in order to use this attack. Put a Trainer card from your discard pile into your hand.""}]",[],Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.
base3-56,Tentacool,base3,Pokémon,Basic,30,Water,,,Lightning,Common,"[{""name"": ""Acid"", ""cost"": [""Water""], ""damage"": ""10"", ""text"": """"}]","[{""name"": ""Cowardice"", ""type"": ""Pokémon Power"", ""text"": ""At any time during your turn (before your attack), you may return Tentacool to your hand. (Discard all cards attached to Tentacool.) This power can't be used the turn you put Tentacool into play or if Tentacool is Asleep, Confused, or Paralyzed.""}]",Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.
base3-57,Zubat,base3,Pokémon,Basic,40,Grass,,,Psychic,Common,"[{""name"": ""Supersonic"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": """", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Confused.""}, {""name"": ""Leech Life"", ""cost"": [""Grass"", ""Colorless""], ""damage"": ""10"", ""text"": ""Remove a number of damage counters from Zubat equal to the damage done to the Defending Pokémon (after applying Weakness and Resistance). If Zubat has fewer damage counters than that, remove all of them.""}]",[],Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets.
base3-58,Mr. Fuji,base3,Trainer,,,,,,,Uncommon,[],[],
base3-59,Energy Search,base3,Trainer,,,,,,,Common,[],[],
base3-60,Gambler,base3,Trainer,,,,,,,Common,[],[],
base3-61,Recycle,base3,Trainer,,,,,,,Common,[],[],
base3-62,Mysterious Fossil,base3,Trainer,,10,,,,,Common,[],[],
base4-1,Alakazam,base4,Pokémon,Stage 2,80,Psychic,Kadabra,Colorless|Colorless|Colorless,Psychic,Rare Holo,"[{""name"": ""Confuse Ray"", ""cost"": [""Psychic"", ""Psychic"", ""Psychic""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Confused.""}]","[{""name"": ""Damage Swap"", ""type"": ""Pokémon Power"", ""text"": ""As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your Pokémon to another as long as you don't Knock Out that Pokémon. This power can't be used if Alakazam is Asleep, Confused, or Paralyzed.""}]",Its brain can outperform a supercomputer. Its intelligence quotient is said to be 5000.
base4-2,Blastoise,base4,Pokémon,Stage 2,100,Water,Wartortle,Colorless|Colorless|Colorless,Lightning,Rare Holo,"[{""name"": ""Hydro Pump"", ""cost"": [""Water"", ""Water"", ""Water""], ""damage"": ""40+"", ""text"": ""Does 40 damage plus 10 more damage for each Water Energy attached to Blastoise but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.""}]","[{""name"": ""Rain Dance"", ""type"": ""Pokémon Power"", ""text"": ""As often as you like during your turn (before your attack), you may attach 1 Water Energy card to 1 of your Water Pokémon. (This doesn't use up your 1 Energy card attachment for the turn.) This power can't be used if Blastoise is Asleep, Confused, or Paralyzed.""}]",A brutal Pokémon with pressurized water jets on its shell. They are used for high-speed tackles.
base4-3,Chansey,base4,Pokémon,Basic,120,Colorless,,Colorless,Fighting,Rare Holo,"[{""name"": ""Scrunch"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": """", ""text"": ""Flip a coin. If heads, prevent all damage done to Chansey during your opponent's next turn. (Any other effects of attacks still happen.)""}, {""name"": ""Double-edge"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""80"", ""text"": ""Chansey does 80 damage to itself.""}]",[],A rare and elusive Pokémon that is said to bring happiness to those who manage to catch it.
base4-4,Charizard,base4,Pokémon,Stage 2,120,Fire,Charmeleon,Colorless|Colorless|Colorless,Water,Rare Holo,"[{""name"": ""Fire Spin"", ""cost"": [""Fire"", ""Fire"", ""Fire"", ""Fire""], ""damage"": ""100"", ""text"": ""Discard 2 Energy cards attached to Charizard in order to use this attack.""}]","[{""name"": ""Energy Burn"", ""type"": ""Pokémon Power"", ""text"": ""As often as you like during your turn (before your attack), you may turn all Energy attached to Charizard into Fire Energy for the rest of the turn. This power can't be used if Charizard is Asleep, Confused, or Paralyzed.""}]",Spits fire that is hot enough to melt boulders. Known to unintentionally cause forest fires.
base4-5,Clefable,base4,Pokémon,Stage 1,70,Colorless,Clefairy,Colorless|Colorless,Fighting,Rare Holo,"[{""name"": ""Metronome"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokémon is, Clefable's type is still Colorless.)""}, {""name"": ""Minimize"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": """", ""text"": ""All damage done by attacks to Clefable during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).""}]",[],A timid Fairy Pokémon that is rarely seen. It will run and hide the moment it senses people.
base4-6,Clefairy,base4,Pokémon,Basic,40,Colorless,,Colorless,Fighting,Rare Holo,"[{""name"": ""Sing"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Asleep.""}, {""name"": ""Metronome"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": """", ""text"": ""Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokémon is, Clefairy's type is still Colorless.)""}]",[],Its magical and cute appeal has many admirers. It is rare and found only in certain areas.
base4-7,Gyarados,base4,Pokémon,Stage 1,100,Water,Magikarp,Colorless|Colorless|Colorless,Grass,Rare Holo,"[{""name"": ""Dragon Rage"", ""cost"": [""Water"", ""Water"", ""Water""], ""damage"": ""50"", ""text"": """"}, {""name"": ""Bubblebeam"", ""cost"": [""Water"", ""Water"", ""Water"", ""Water""], ""damage"": ""40"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}]",[],"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage."
base4-8,Hitmonchan,base4,Pokémon,Basic,70,Fighting,,Colorless|Colorless,Psychic,Rare Holo,"[{""name"": ""Jab"", ""cost"": [""Fighting""], ""damage"": ""20"", ""text"": """"}, {""name"": ""Special Punch"", ""cost"": [""Fighting"", ""Fighting"", ""Colorless""], ""damage"": ""40"", ""text"": """"}]",[],"While seeming to do nothing, it fires punches in lightning-fast volleys that are impossible to see."
base4-9,Magneton,base4,Pokémon,Stage 1,60,Lightning,Magnemite,Colorless,Fighting,Rare Holo,"[{""name"": ""Thunder Wave"", ""cost"": [""Lightning"", ""Lightning"", ""Colorless""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}, {""name"": ""Selfdestruct"", ""cost"": [""Lightning"", ""Lightning"", ""Colorless"", ""Colorless""], ""damage"": ""80"", ""text"": ""Does 20 damage to each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Magneton does 80 damage to itself.""}]",[],Formed by several Magnemites linked together. It frequently appears when sunspots flare up.
base4-10,Mewtwo,base4,Pokémon,Basic,60,Psychic,,Colorless|Colorless|Colorless,Psychic,Rare Holo,"[{""name"": ""Psychic"", ""cost"": [""Psychic"", ""Colorless""], ""damage"": ""10+"", ""text"": ""Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokémon.""}, {""name"": ""Barrier"", ""cost"": [""Psychic"", ""Psychic""], ""damage"": """", ""text"": ""Discard 1 Psychic Energy card attached to Mewtwo in order to use this attack. During your opponent's next turn, prevent all effects of attacks, including damage, done to Mewtwo.""}]",[],A scientist created this Pokémon after years of horrific gene-splicing and DNA engineering experiments.
base4-11,Nidoking,base4,Pokémon,Stage 2,90,Grass,Nidorino,Colorless|Colorless|Colorless,Psychic,Rare Holo,"[{""name"": ""Thrash"", ""cost"": [""Grass"", ""Colorless"", ""Colorless""], ""damage"": ""30+"", ""text"": ""Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage and Nidoking does 10 damage to itself.""}, {""name"": ""Toxic"", ""cost"": [""Grass"", ""Grass"", ""Grass""], ""damage"": ""20"", ""text"": ""The Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn (even if it was already Poisoned).""}]",[],"Uses its powerful tail in battle to smash, constrict, then break its prey's bones."
base4-12,Nidoqueen,base4,Pokémon,Stage 2,90,Grass,Nidorina,Colorless|Colorless|Colorless,Psychic,Rare Holo,"[{""name"": ""Boyfriends"", ""cost"": [""Grass"", ""Colorless""], ""damage"": ""20+"", ""text"": ""Does 20 damage plus 20 more damage for each Nidoking you have in play.""}, {""name"": ""Mega Punch"", ""cost"": [""Grass"", ""Grass"", ""Colorless"", ""Colorless""], ""damage"": ""50"", ""text"": """"}]",[],Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.
base4-13,Ninetales,base4,Pokémon,Stage 1,80,Fire,Vulpix,Colorless,Water,Rare Holo,"[{""name"": ""Lure"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": """", ""text"": ""If your opponent has any Benched Pokémon, choose 1 of them and switch it with the Defending Pokémon.""}, {""name"": ""Fire Blast"", ""cost"": [""Fire"", ""Fire"", ""Fire"", ""Fire""], ""damage"": ""80"", ""text"": ""Discard 1 Fire Energy card attached to Ninetales in order to use this attack.""}]",[],"Very smart and very vengeful. Grabbing one of its many tails could result in a 1,000-year curse."
base4-14,Pidgeot,base4,Pokémon,Stage 2,80,Colorless,Pidgeotto,,Lightning,Rare Holo,"[{""name"": ""Wing Attack"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}, {""name"": ""Hurricane"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30"", ""text"": ""Unless this attack Knocks Out the Defending Pokémon, return the Defending Pokémon and all cards attached to it to your opponent's hand.""}]",[],"When hunting, it skims the surface of water at high speed to pick off unwary prey such as Magikarp."
base4-15,Poliwrath,base4,Pokémon,Stage 2,90,Water,Poliwhirl,Colorless|Colorless|Colorless,Grass,Rare Holo,"[{""name"": ""Water Gun"", ""cost"": [""Water"", ""Water"", ""Colorless""], ""damage"": ""30+"", ""text"": ""Does 30 damage plus 10 more damage for each Water Energy attached to Poliwrath but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.""}, {""name"": ""Whirlpool"", ""cost"": [""Water"", ""Water"", ""Colorless"", ""Colorless""], ""damage"": ""40"", ""text"": ""If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.""}]",[],An adept swimmer at both the front crawl and breaststroke. Easily overtakes the best human swimmers.
base4-16,Raichu,base4,Pokémon,Stage 1,80,Lightning,Pikachu,Colorless,Fighting,Rare Holo,"[{""name"": ""Agility"", ""cost"": [""Lightning"", ""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Raichu.""}, {""name"": ""Thunder"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning"", ""Colorless""], ""damage"": ""60"", ""text"": ""Flip a coin. If tails, Raichu does 30 damage to itself.""}]",[],Its long tail serves as a ground to protect itself from its own high-voltage power.
base4-17,Scyther,base4,Pokémon,Basic,70,Grass,,,Fire,Rare Holo,"[{""name"": ""Swords Dance"", ""cost"": [""Grass""], ""damage"": """", ""text"": ""During your next turn, Scyther's Slash attack's base damage is 60 instead of 30.""}, {""name"": ""Slash"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30"", ""text"": """"}]",[],"With ninja-like agility and speed, it can create the illusion that there is more than one of it."
base4-18,Venusaur,base4,Pokémon,Stage 2,100,Grass,Ivysaur,Colorless|Colorless,Fire,Rare Holo,"[{""name"": ""Solarbeam"", ""cost"": [""Grass"", ""Grass"", ""Grass"", ""Grass""], ""damage"": ""60"", ""text"": """"}]","[{""name"": ""Energy Trans"", ""type"": ""Pokémon Power"", ""text"": ""As often as you like during your turn (before your attack), you may take 1 Grass Energy card attached to 1 of your Pokémon and attach it to a different one. This power can't be used if Venusaur is Asleep, Confused, or Paralyzed.""}]",This plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.
base4-19,Wigglytuff,base4,Pokémon,Stage 1,80,Colorless,Jigglypuff,Colorless|Colorless,Fighting,Rare Holo,"[{""name"": ""Lullaby"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""The Defending Pokémon is now Asleep.""}, {""name"": ""Do the Wave"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""10+"", ""text"": ""Does 10 damage plus 10 more damage for each of your Benched Pokémon.""}]",[],"The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size."
base4-20,Zapdos,base4,Pokémon,Basic,90,Lightning,,Colorless|Colorless|Colorless,,Rare Holo,"[{""name"": ""Thunder"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning"", ""Colorless""], ""damage"": ""60"", ""text"": ""Flip a coin. If tails, Zapdos does 30 damage to itself.""}, {""name"": ""Thunderbolt"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning"", ""Lightning""], ""damage"": ""100"", ""text"": ""Discard all Energy cards attached to Zapdos in order to use this attack.""}]",[],A legendary bird Pokémon said to appear from clouds while wielding enormous lightning bolts.
